Date,Product ID,Product Name,Category,Units Sold,Current Stock,Pack Size,Lead Time Days,Unit Price,Discount,Supplier,Reorder Qty,Safety Stock,Price,Competitor Pricing,Holiday/Promotion,Weather Condition
2025-02-14,SKU-0101,Sharable bifurcated algorithm,Beverage,10,20,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.81,0,Normal
2025-02-15,SKU-0101,Sharable bifurcated algorithm,Beverage,7,19,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.56,0,Normal
2025-02-16,SKU-0101,Sharable bifurcated algorithm,Beverage,15,18,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.92,0,Normal
2025-02-17,SKU-0101,Sharable bifurcated algorithm,Beverage,9,17,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.51,0,Normal
2025-02-18,SKU-0101,Sharable bifurcated algorithm,Beverage,8,16,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.56,0,Normal
2025-02-19,SKU-0101,Sharable bifurcated algorithm,Beverage,14,15,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.53,0,Normal
2025-02-20,SKU-0101,Sharable bifurcated algorithm,Beverage,16,14,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.39,0,Normal
2025-02-21,SKU-0101,Sharable bifurcated algorithm,Beverage,1,13,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.44,0,Normal
2025-02-22,SKU-0101,Sharable bifurcated algorithm,Beverage,20,12,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.25,0,Normal
2025-02-23,SKU-0101,Sharable bifurcated algorithm,Beverage,22,11,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.72,0,Normal
2025-02-24,SKU-0101,Sharable bifurcated algorithm,Beverage,11,10,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.12,0,Normal
2025-02-25,SKU-0101,Sharable bifurcated algorithm,Beverage,13,9,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.76,0,Normal
2025-02-26,SKU-0101,Sharable bifurcated algorithm,Beverage,20,8,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.98,0,Normal
2025-02-27,SKU-0101,Sharable bifurcated algorithm,Beverage,29,7,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.54,0,Normal
2025-02-28,SKU-0101,Sharable bifurcated algorithm,Beverage,21,6,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.67,0,Normal
2025-03-01,SKU-0101,Sharable bifurcated algorithm,Beverage,12,5,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.86,0,Normal
2025-03-02,SKU-0101,Sharable bifurcated algorithm,Beverage,17,4,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.69,0,Normal
2025-03-03,SKU-0101,Sharable bifurcated algorithm,Beverage,11,3,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.37,0,Normal
2025-03-04,SKU-0101,Sharable bifurcated algorithm,Beverage,18,2,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.79,0,Normal
2025-03-05,SKU-0101,Sharable bifurcated algorithm,Beverage,12,1,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.76,0,Normal
2025-03-06,SKU-0101,Sharable bifurcated algorithm,Beverage,6,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.01,0,Normal
2025-03-07,SKU-0101,Sharable bifurcated algorithm,Beverage,11,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.38,0,Normal
2025-03-08,SKU-0101,Sharable bifurcated algorithm,Beverage,6,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.96,0,Normal
2025-03-09,SKU-0101,Sharable bifurcated algorithm,Beverage,14,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.31,0,Normal
2025-03-10,SKU-0101,Sharable bifurcated algorithm,Beverage,21,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.59,0,Normal
2025-03-11,SKU-0101,Sharable bifurcated algorithm,Beverage,6,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.66,0,Normal
2025-03-12,SKU-0101,Sharable bifurcated algorithm,Beverage,19,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.19,0,Normal
2025-03-13,SKU-0101,Sharable bifurcated algorithm,Beverage,10,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.9,0,Normal
2025-03-14,SKU-0101,Sharable bifurcated algorithm,Beverage,8,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.46,0,Normal
2025-03-15,SKU-0101,Sharable bifurcated algorithm,Beverage,14,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.53,0,Normal
2025-03-16,SKU-0101,Sharable bifurcated algorithm,Beverage,15,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.52,0,Normal
2025-03-17,SKU-0101,Sharable bifurcated algorithm,Beverage,7,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.64,0,Normal
2025-03-18,SKU-0101,Sharable bifurcated algorithm,Beverage,26,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.26,0,Normal
2025-03-19,SKU-0101,Sharable bifurcated algorithm,Beverage,1,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.65,0,Normal
2025-03-20,SKU-0101,Sharable bifurcated algorithm,Beverage,11,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.06,0,Normal
2025-03-21,SKU-0101,Sharable bifurcated algorithm,Beverage,17,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.35,0,Normal
2025-03-22,SKU-0101,Sharable bifurcated algorithm,Beverage,19,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.93,0,Normal
2025-03-23,SKU-0101,Sharable bifurcated algorithm,Beverage,20,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,7.11,0,Normal
2025-03-24,SKU-0101,Sharable bifurcated algorithm,Beverage,7,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.52,0,Normal
2025-03-25,SKU-0101,Sharable bifurcated algorithm,Beverage,5,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.18,0,Normal
2025-03-26,SKU-0101,Sharable bifurcated algorithm,Beverage,20,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.66,0,Normal
2025-03-27,SKU-0101,Sharable bifurcated algorithm,Beverage,13,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.86,0,Normal
2025-03-28,SKU-0101,Sharable bifurcated algorithm,Beverage,7,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.55,0,Normal
2025-03-29,SKU-0101,Sharable bifurcated algorithm,Beverage,16,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.56,0,Normal
2025-03-30,SKU-0101,Sharable bifurcated algorithm,Beverage,12,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.53,0,Normal
2025-03-31,SKU-0101,Sharable bifurcated algorithm,Beverage,26,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.37,0,Normal
2025-04-01,SKU-0101,Sharable bifurcated algorithm,Beverage,19,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.98,0,Normal
2025-04-02,SKU-0101,Sharable bifurcated algorithm,Beverage,7,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.37,0,Normal
2025-04-03,SKU-0101,Sharable bifurcated algorithm,Beverage,5,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.13,0,Normal
2025-04-04,SKU-0101,Sharable bifurcated algorithm,Beverage,5,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.73,0,Normal
2025-04-05,SKU-0101,Sharable bifurcated algorithm,Beverage,23,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.29,0,Normal
2025-04-06,SKU-0101,Sharable bifurcated algorithm,Beverage,10,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,7.01,0,Normal
2025-04-07,SKU-0101,Sharable bifurcated algorithm,Beverage,13,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.52,0,Normal
2025-04-08,SKU-0101,Sharable bifurcated algorithm,Beverage,17,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.47,0,Normal
2025-04-09,SKU-0101,Sharable bifurcated algorithm,Beverage,12,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.9,0,Normal
2025-04-10,SKU-0101,Sharable bifurcated algorithm,Beverage,18,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.66,0,Normal
2025-04-11,SKU-0101,Sharable bifurcated algorithm,Beverage,10,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.69,0,Normal
2025-04-12,SKU-0101,Sharable bifurcated algorithm,Beverage,2,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.89,0,Normal
2025-04-13,SKU-0101,Sharable bifurcated algorithm,Beverage,21,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.81,0,Normal
2025-04-14,SKU-0101,Sharable bifurcated algorithm,Beverage,17,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.56,0,Normal
2025-04-15,SKU-0101,Sharable bifurcated algorithm,Beverage,11,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.27,0,Normal
2025-04-16,SKU-0101,Sharable bifurcated algorithm,Beverage,32,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.6,0,Normal
2025-04-17,SKU-0101,Sharable bifurcated algorithm,Beverage,5,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.6,0,Normal
2025-04-18,SKU-0101,Sharable bifurcated algorithm,Beverage,3,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,7.07,0,Normal
2025-04-19,SKU-0101,Sharable bifurcated algorithm,Beverage,13,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.68,0,Normal
2025-04-20,SKU-0101,Sharable bifurcated algorithm,Beverage,13,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.2,0,Normal
2025-04-21,SKU-0101,Sharable bifurcated algorithm,Beverage,15,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.46,0,Normal
2025-04-22,SKU-0101,Sharable bifurcated algorithm,Beverage,20,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.42,0,Normal
2025-04-23,SKU-0101,Sharable bifurcated algorithm,Beverage,18,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.82,0,Normal
2025-04-24,SKU-0101,Sharable bifurcated algorithm,Beverage,29,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.2,0,Normal
2025-04-25,SKU-0101,Sharable bifurcated algorithm,Beverage,2,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.63,0,Normal
2025-04-26,SKU-0101,Sharable bifurcated algorithm,Beverage,9,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.96,0,Normal
2025-04-27,SKU-0101,Sharable bifurcated algorithm,Beverage,4,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.56,0,Normal
2025-04-28,SKU-0101,Sharable bifurcated algorithm,Beverage,12,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,7.03,0,Normal
2025-04-29,SKU-0101,Sharable bifurcated algorithm,Beverage,11,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.97,0,Normal
2025-04-30,SKU-0101,Sharable bifurcated algorithm,Beverage,13,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.97,0,Normal
2025-05-01,SKU-0101,Sharable bifurcated algorithm,Beverage,8,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.37,0,Normal
2025-05-02,SKU-0101,Sharable bifurcated algorithm,Beverage,16,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.17,0,Normal
2025-05-03,SKU-0101,Sharable bifurcated algorithm,Beverage,5,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.47,0,Normal
2025-05-04,SKU-0101,Sharable bifurcated algorithm,Beverage,23,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.94,0,Normal
2025-05-05,SKU-0101,Sharable bifurcated algorithm,Beverage,8,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,7.09,0,Normal
2025-05-06,SKU-0101,Sharable bifurcated algorithm,Beverage,8,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.76,0,Normal
2025-05-07,SKU-0101,Sharable bifurcated algorithm,Beverage,11,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.71,0,Normal
2025-05-08,SKU-0101,Sharable bifurcated algorithm,Beverage,11,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.71,0,Normal
2025-05-09,SKU-0101,Sharable bifurcated algorithm,Beverage,8,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.32,0,Normal
2025-05-10,SKU-0101,Sharable bifurcated algorithm,Beverage,4,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.41,0,Normal
2025-05-11,SKU-0101,Sharable bifurcated algorithm,Beverage,6,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.62,0,Normal
2025-05-12,SKU-0101,Sharable bifurcated algorithm,Beverage,17,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.78,0,Normal
2025-05-13,SKU-0101,Sharable bifurcated algorithm,Beverage,13,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,7.08,0,Normal
2025-05-14,SKU-0101,Sharable bifurcated algorithm,Beverage,3,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.25,0,Normal
2025-05-15,SKU-0101,Sharable bifurcated algorithm,Beverage,21,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.5,0,Normal
2025-05-16,SKU-0101,Sharable bifurcated algorithm,Beverage,6,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.49,0,Normal
2025-05-17,SKU-0101,Sharable bifurcated algorithm,Beverage,8,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,7.02,0,Normal
2025-05-18,SKU-0101,Sharable bifurcated algorithm,Beverage,19,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.57,0,Normal
2025-05-19,SKU-0101,Sharable bifurcated algorithm,Beverage,11,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.24,0,Normal
2025-05-20,SKU-0101,Sharable bifurcated algorithm,Beverage,7,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.39,0,Normal
2025-05-21,SKU-0101,Sharable bifurcated algorithm,Beverage,22,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,7.05,0,Normal
2025-05-22,SKU-0101,Sharable bifurcated algorithm,Beverage,11,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.99,0,Normal
2025-05-23,SKU-0101,Sharable bifurcated algorithm,Beverage,14,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.66,0,Normal
2025-05-24,SKU-0101,Sharable bifurcated algorithm,Beverage,19,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.54,0,Normal
2025-05-25,SKU-0101,Sharable bifurcated algorithm,Beverage,0,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.59,0,Normal
2025-05-26,SKU-0101,Sharable bifurcated algorithm,Beverage,6,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.0,0,Normal
2025-05-27,SKU-0101,Sharable bifurcated algorithm,Beverage,6,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.51,0,Normal
2025-05-28,SKU-0101,Sharable bifurcated algorithm,Beverage,2,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.95,0,Normal
2025-05-29,SKU-0101,Sharable bifurcated algorithm,Beverage,13,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.93,0,Normal
2025-05-30,SKU-0101,Sharable bifurcated algorithm,Beverage,9,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.1,0,Normal
2025-05-31,SKU-0101,Sharable bifurcated algorithm,Beverage,22,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.72,0,Normal
2025-06-01,SKU-0101,Sharable bifurcated algorithm,Beverage,10,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.38,0,Normal
2025-06-02,SKU-0101,Sharable bifurcated algorithm,Beverage,13,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.3,0,Normal
2025-06-03,SKU-0101,Sharable bifurcated algorithm,Beverage,13,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.29,0,Normal
2025-06-04,SKU-0101,Sharable bifurcated algorithm,Beverage,7,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.35,0,Normal
2025-06-05,SKU-0101,Sharable bifurcated algorithm,Beverage,15,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.27,0,Normal
2025-06-06,SKU-0101,Sharable bifurcated algorithm,Beverage,13,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.58,0,Normal
2025-06-07,SKU-0101,Sharable bifurcated algorithm,Beverage,17,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.37,0,Normal
2025-06-08,SKU-0101,Sharable bifurcated algorithm,Beverage,5,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.39,0,Normal
2025-06-09,SKU-0101,Sharable bifurcated algorithm,Beverage,5,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.32,0,Normal
2025-06-10,SKU-0101,Sharable bifurcated algorithm,Beverage,7,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.88,0,Normal
2025-06-11,SKU-0101,Sharable bifurcated algorithm,Beverage,11,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.22,0,Normal
2025-06-12,SKU-0101,Sharable bifurcated algorithm,Beverage,19,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.78,0,Normal
2025-06-13,SKU-0101,Sharable bifurcated algorithm,Beverage,9,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.16,0,Normal
2025-06-14,SKU-0101,Sharable bifurcated algorithm,Beverage,12,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.26,0,Normal
2025-06-15,SKU-0101,Sharable bifurcated algorithm,Beverage,17,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.6,0,Normal
2025-06-16,SKU-0101,Sharable bifurcated algorithm,Beverage,19,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.9,0,Normal
2025-06-17,SKU-0101,Sharable bifurcated algorithm,Beverage,20,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.33,0,Normal
2025-06-18,SKU-0101,Sharable bifurcated algorithm,Beverage,5,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,5.71,0,Normal
2025-06-19,SKU-0101,Sharable bifurcated algorithm,Beverage,14,0,12,2,6.19,0.06,"Hill, Walker and Doyle",36,28,6.19,6.14,0,Normal
